ENSG00000000419;path:hsa00510;DPM1;N-Glycan biosynthesis
ENSG00000002330;path:hsa04151;BAD;PI3K-Akt signaling pathway
ENSG00000002330;path:hsa05145;BAD;Toxoplasmosis
ENSG00000002330;path:hsa05200;BAD;Pathways in cancer
ENSG00000002330;path:hsa04012;BAD;ErbB signaling pathway
ENSG00000002330;path:hsa05215;BAD;Prostate cancer
ENSG00000002330;path:hsa05212;BAD;Pancreatic cancer
ENSG00000002330;path:hsa05152;BAD;Tuberculosis
ENSG00000002330;path:hsa01521;BAD;EGFR tyrosine kinase inhibitor resistance
ENSG00000002726;path:hsa01100;AOC1;Metabolic pathways
ENSG00000002726;path:hsa00330;AOC1;Arginine and proline metabolism
ENSG00000002726;path:hsa00380;AOC1;Tryptophan metabolism
ENSG00000002726;path:hsa00340;AOC1;Histidine metabolism
ENSG00000002746;NA;NA;NA
ENSG00000002822;path:hsa04914;MAD1L1;Progesterone-mediated oocyte maturation
ENSG00000002822;path:hsa05203;MAD1L1;Viral carcinogenesis
ENSG00000002822;path:hsa04110;MAD1L1;Cell cycle
ENSG00000002822;path:hsa05166;MAD1L1;Human T-cell leukemia virus 1 infection
ENSG00000002822;path:hsa04114;MAD1L1;Oocyte meiosis
ENSG00000003509;path:hsa04714;NDUFAF7;Thermogenesis
ENSG00000003989;NA;NA;NA
ENSG00000004139;NA;NA;NA
ENSG00000004399;NA;NA;NA
ENSG00000004455;path:hsa01240;AK2;Biosynthesis of cofactors
ENSG00000004455;path:hsa01100;AK2;Metabolic pathways
ENSG00000004455;path:hsa00230;AK2;Purine metabolism
ENSG00000004455;path:hsa00730;AK2;Thiamine metabolism
ENSG00000004487;path:hsa04714;KDM1A;Thermogenesis
ENSG00000004534;NA;NA;NA
ENSG00000004766;NA;NA;NA
ENSG00000004777;NA;NA;NA
ENSG00000004809;NA;NA;NA
ENSG00000004838;NA;NA;NA
ENSG00000004846;path:hsa02010;ABCB5;ABC transporters
ENSG00000004897;path:hsa04114;CDC27;Oocyte meiosis
ENSG00000004897;path:hsa04120;CDC27;Ubiquitin mediated proteolysis
ENSG00000004897;path:hsa05166;CDC27;Human T-cell leukemia virus 1 infection
ENSG00000004897;path:hsa04110;CDC27;Cell cycle
ENSG00000004897;path:hsa04914;CDC27;Progesterone-mediated oocyte maturation
ENSG00000004948;path:hsa04080;CALCR;Neuroactive ligand-receptor interaction
ENSG00000004948;path:hsa04380;CALCR;Osteoclast differentiation
ENSG00000004975;path:hsa05217;DVL2;Basal cell carcinoma
ENSG00000004975;path:hsa05224;DVL2;Breast cancer
ENSG00000004975;path:hsa04150;DVL2;mTOR signaling pathway
ENSG00000004975;path:hsa04916;DVL2;Melanogenesis
ENSG00000004975;path:hsa05200;DVL2;Pathways in cancer
ENSG00000004975;path:hsa05165;DVL2;Human papillomavirus infection
ENSG00000004975;path:hsa05226;DVL2;Gastric cancer
ENSG00000004975;path:hsa05010;DVL2;Alzheimer disease
ENSG00000004975;path:hsa04330;DVL2;Notch signaling pathway
ENSG00000004975;path:hsa04934;DVL2;Cushing syndrome
ENSG00000004975;path:hsa05022;DVL2;Pathways of neurodegeneration - multiple diseases
ENSG00000004975;path:hsa04390;DVL2;Hippo signaling pathway
ENSG00000004975;path:hsa05225;DVL2;Hepatocellular carcinoma
ENSG00000004975;path:hsa04550;DVL2;Signaling pathways regulating pluripotency of stem cells
ENSG00000004975;path:hsa04310;DVL2;Wnt signaling pathway
ENSG00000005007;path:hsa03015;UPF1;mRNA surveillance pathway
ENSG00000005007;path:hsa03013;UPF1;RNA transport
ENSG00000005075;path:hsa03020;POLR2J;RNA polymerase
ENSG00000005075;path:hsa05016;POLR2J;Huntington disease
ENSG00000005156;path:hsa03410;LIG3;Base excision repair
ENSG00000005187;path:hsa00650;ACSM3;Butanoate metabolism
ENSG00000005187;path:hsa01100;ACSM3;Metabolic pathways
ENSG00000005206;NA;NA;NA
ENSG00000005243;NA;NA;NA
ENSG00000005339;path:hsa05152;CREBBP;Tuberculosis
ENSG00000005339;path:hsa05203;CREBBP;Viral carcinogenesis
ENSG00000005339;path:hsa05166;CREBBP;Human T-cell leukemia virus 1 infection
ENSG00000005339;path:hsa05200;CREBBP;Pathways in cancer
ENSG00000005339;path:hsa05016;CREBBP;Huntington disease
ENSG00000005339;path:hsa04922;CREBBP;Glucagon signaling pathway
ENSG00000005339;path:hsa04720;CREBBP;Long-term potentiation
ENSG00000005339;path:hsa04310;CREBBP;Wnt signaling pathway
ENSG00000005339;path:hsa05215;CREBBP;Prostate cancer
ENSG00000005339;path:hsa04066;CREBBP;HIF-1 signaling pathway
ENSG00000005339;path:hsa04919;CREBBP;Thyroid hormone signaling pathway
ENSG00000005339;path:hsa05167;CREBBP;Kaposi sarcoma-associated herpesvirus infection
ENSG00000005339;path:hsa05211;CREBBP;Renal cell carcinoma
ENSG00000005339;path:hsa04916;CREBBP;Melanogenesis
ENSG00000005339;path:hsa04520;CREBBP;Adherens junction
ENSG00000005339;path:hsa04024;CREBBP;cAMP signaling pathway
ENSG00000005339;path:hsa05206;CREBBP;MicroRNAs in cancer
ENSG00000005339;path:hsa05165;CREBBP;Human papillomavirus infection
ENSG00000005339;path:hsa04350;CREBBP;TGF-beta signaling pathway
ENSG00000005339;path:hsa04068;CREBBP;FoxO signaling pathway
ENSG00000005339;path:hsa05161;CREBBP;Hepatitis B
ENSG00000005339;path:hsa05164;CREBBP;Influenza A
ENSG00000005339;path:hsa04110;CREBBP;Cell cycle
ENSG00000005339;path:hsa04935;CREBBP;Growth hormone synthesis, secretion and action
ENSG00000005339;path:hsa04630;CREBBP;JAK-STAT signaling pathway
ENSG00000005339;path:hsa04330;CREBBP;Notch signaling pathway
ENSG00000005379;NA;NA;NA
ENSG00000005381;path:hsa05221;MPO;Acute myeloid leukemia
ENSG00000005381;path:hsa05202;MPO;Transcriptional misregulation in cancer
ENSG00000005381;path:hsa04613;MPO;Neutrophil extracellular trap formation
ENSG00000005381;path:hsa00983;MPO;Drug metabolism - other enzymes
ENSG00000005381;path:hsa04145;MPO;Phagosome
ENSG00000005448;NA;NA;NA
ENSG00000005471;path:hsa04976;ABCB4;Bile secretion
ENSG00000005471;path:hsa02010;ABCB4;ABC transporters
ENSG00000005513;NA;NA;NA
ENSG00000005810;NA;NA;NA
ENSG00000005844;path:hsa05166;ITGAL;Human T-cell leukemia virus 1 infection
ENSG00000005844;path:hsa05144;ITGAL;Malaria
ENSG00000005844;path:hsa05169;ITGAL;Epstein-Barr virus infection
ENSG00000005844;path:hsa04650;ITGAL;Natural killer cell mediated cytotoxicity
ENSG00000005844;path:hsa05150;ITGAL;Staphylococcus aureus infection
ENSG00000005844;path:hsa05323;ITGAL;Rheumatoid arthritis
ENSG00000005844;path:hsa04810;ITGAL;Regulation of actin cytoskeleton
ENSG00000005844;path:hsa04514;ITGAL;Cell adhesion molecules
ENSG00000005844;path:hsa04613;ITGAL;Neutrophil extracellular trap formation
ENSG00000005844;path:hsa04015;ITGAL;Rap1 signaling pathway
ENSG00000005844;path:hsa05416;ITGAL;Viral myocarditis
ENSG00000005844;path:hsa04670;ITGAL;Leukocyte transendothelial migration
ENSG00000005884;path:hsa04512;ITGA3;ECM-receptor interaction
ENSG00000005884;path:hsa05412;ITGA3;Arrhythmogenic right ventricular cardiomyopathy
ENSG00000005884;path:hsa04810;ITGA3;Regulation of actin cytoskeleton
ENSG00000005884;path:hsa04151;ITGA3;PI3K-Akt signaling pathway
ENSG00000005884;path:hsa05165;ITGA3;Human papillomavirus infection
ENSG00000005884;path:hsa05414;ITGA3;Dilated cardiomyopathy
ENSG00000005884;path:hsa05222;ITGA3;Small cell lung cancer
ENSG00000005884;path:hsa04640;ITGA3;Hematopoietic cell lineage
ENSG00000005884;path:hsa04510;ITGA3;Focal adhesion
ENSG00000005884;path:hsa05200;ITGA3;Pathways in cancer
ENSG00000005884;path:hsa05410;ITGA3;Hypertrophic cardiomyopathy
ENSG00000005961;path:hsa04151;ITGA2B;PI3K-Akt signaling pathway
ENSG00000005961;path:hsa05200;ITGA2B;Pathways in cancer
ENSG00000005961;path:hsa04015;ITGA2B;Rap1 signaling pathway
ENSG00000005961;path:hsa05412;ITGA2B;Arrhythmogenic right ventricular cardiomyopathy
ENSG00000005961;path:hsa04510;ITGA2B;Focal adhesion
ENSG00000005961;path:hsa05222;ITGA2B;Small cell lung cancer
ENSG00000005961;path:hsa04640;ITGA2B;Hematopoietic cell lineage
ENSG00000005961;path:hsa05410;ITGA2B;Hypertrophic cardiomyopathy
ENSG00000005961;path:hsa05165;ITGA2B;Human papillomavirus infection
ENSG00000005961;path:hsa05414;ITGA2B;Dilated cardiomyopathy
ENSG00000005961;path:hsa04613;ITGA2B;Neutrophil extracellular trap formation
ENSG00000005961;path:hsa05418;ITGA2B;Fluid shear stress and atherosclerosis
ENSG00000005961;path:hsa04611;ITGA2B;Platelet activation
ENSG00000005961;path:hsa04512;ITGA2B;ECM-receptor interaction
ENSG00000005961;path:hsa04810;ITGA2B;Regulation of actin cytoskeleton
ENSG00000005981;NA;NA;NA
ENSG00000006047;NA;NA;NA
ENSG00000006059;path:hsa04915;KRT33A;Estrogen signaling pathway
ENSG00000006059;path:hsa05150;KRT33A;Staphylococcus aureus infection
ENSG00000006071;path:hsa02010;ABCC8;ABC transporters
ENSG00000006071;path:hsa04911;ABCC8;Insulin secretion
ENSG00000006071;path:hsa04930;ABCC8;Type II diabetes mellitus
ENSG00000006114;NA;NA;NA
ENSG00000006118;NA;NA;NA
ENSG00000006125;path:hsa04961;AP2B1;Endocrine and other factor-regulated calcium reabsorption
ENSG00000006125;path:hsa04721;AP2B1;Synaptic vesicle cycle
ENSG00000006125;path:hsa04144;AP2B1;Endocytosis
ENSG00000006125;path:hsa05016;AP2B1;Huntington disease
ENSG00000006194;NA;NA;NA
ENSG00000006282;NA;NA;NA
ENSG00000006283;path:hsa04020;CACNA1G;Calcium signaling pathway
ENSG00000006283;path:hsa04930;CACNA1G;Type II diabetes mellitus
ENSG00000006283;path:hsa04927;CACNA1G;Cortisol synthesis and secretion
ENSG00000006283;path:hsa04925;CACNA1G;Aldosterone synthesis and secretion
ENSG00000006283;path:hsa04929;CACNA1G;GnRH secretion
ENSG00000006283;path:hsa04934;CACNA1G;Cushing syndrome
ENSG00000006283;path:hsa04010;CACNA1G;MAPK signaling pathway
ENSG00000006283;path:hsa04713;CACNA1G;Circadian entrainment
ENSG00000006432;NA;NA;NA
ENSG00000006468;path:hsa05202;ETV1;Transcriptional misregulation in cancer
ENSG00000006534;path:hsa00350;ALDH3B1;Tyrosine metabolism
ENSG00000006534;path:hsa00980;ALDH3B1;Metabolism of xenobiotics by cytochrome P450
ENSG00000006534;path:hsa00340;ALDH3B1;Histidine metabolism
ENSG00000006534;path:hsa00410;ALDH3B1;beta-Alanine metabolism
ENSG00000006534;path:hsa00360;ALDH3B1;Phenylalanine metabolism
ENSG00000006534;path:hsa01100;ALDH3B1;Metabolic pathways
ENSG00000006534;path:hsa00010;ALDH3B1;Glycolysis / Gluconeogenesis
ENSG00000006534;path:hsa00982;ALDH3B1;Drug metabolism - cytochrome P450
ENSG00000006607;path:hsa04015;FARP2;Rap1 signaling pathway
ENSG00000006607;path:hsa04520;FARP2;Adherens junction
ENSG00000006611;NA;NA;NA
ENSG00000006638;path:hsa04080;TBXA2R;Neuroactive ligand-receptor interaction
ENSG00000006638;path:hsa04611;TBXA2R;Platelet activation
ENSG00000006638;path:hsa04020;TBXA2R;Calcium signaling pathway
ENSG00000006695;path:hsa00190;COX10;Oxidative phosphorylation
ENSG00000006695;path:hsa01100;COX10;Metabolic pathways
ENSG00000006695;path:hsa04714;COX10;Thermogenesis
ENSG00000006695;path:hsa01240;COX10;Biosynthesis of cofactors
ENSG00000006695;path:hsa00860;COX10;Porphyrin and chlorophyll metabolism
ENSG00000006704;path:hsa03022;GTF2IRD1;Basal transcription factors
ENSG00000006704;path:hsa04022;GTF2IRD1;cGMP-PKG signaling pathway
ENSG00000006715;path:hsa05132;VPS41;Salmonella infection
ENSG00000006747;path:hsa04810;SCIN;Regulation of actin cytoskeleton
ENSG00000006747;path:hsa05203;SCIN;Viral carcinogenesis
ENSG00000006747;path:hsa04666;SCIN;Fc gamma R-mediated phagocytosis
ENSG00000006756;NA;NA;NA
ENSG00000006757;path:hsa00830;PNPLA4;Retinol metabolism
ENSG00000006788;NA;NA;NA
ENSG00000006837;NA;NA;NA
ENSG00000007038;NA;NA;NA
ENSG00000007047;NA;NA;NA
ENSG00000007062;path:hsa05202;PROM1;Transcriptional misregulation in cancer
ENSG00000007168;path:hsa00565;PAFAH1B1;Ether lipid metabolism
ENSG00000007168;path:hsa01100;PAFAH1B1;Metabolic pathways
ENSG00000007174;path:hsa05022;DNAH9;Pathways of neurodegeneration - multiple diseases
ENSG00000007174;path:hsa05014;DNAH9;Amyotrophic lateral sclerosis
ENSG00000007174;path:hsa05016;DNAH9;Huntington disease
ENSG00000007202;NA;NA;NA
ENSG00000007255;NA;NA;NA
ENSG00000007264;path:hsa04722;MATK;Neurotrophin signaling pathway
ENSG00000007314;NA;NA;NA
ENSG00000007341;NA;NA;NA
ENSG00000007372;path:hsa04550;PAX6;Signaling pathways regulating pluripotency of stem cells
ENSG00000007372;path:hsa04950;PAX6;Maturity onset diabetes of the young
ENSG00000007376;NA;NA;NA
ENSG00000007384;NA;NA;NA
ENSG00000007402;path:hsa04260;CACNA2D2;Cardiac muscle contraction
ENSG00000007402;path:hsa05414;CACNA2D2;Dilated cardiomyopathy
ENSG00000007402;path:hsa05412;CACNA2D2;Arrhythmogenic right ventricular cardiomyopathy
ENSG00000007402;path:hsa05410;CACNA2D2;Hypertrophic cardiomyopathy
ENSG00000007402;path:hsa04261;CACNA2D2;Adrenergic signaling in cardiomyocytes
ENSG00000007402;path:hsa04010;CACNA2D2;MAPK signaling pathway
ENSG00000007402;path:hsa04921;CACNA2D2;Oxytocin signaling pathway
ENSG00000007516;path:hsa05202;BAIAP3;Transcriptional misregulation in cancer
ENSG00000007520;NA;NA;NA
ENSG00000007541;path:hsa01100;PIGQ;Metabolic pathways
ENSG00000007541;path:hsa00563;PIGQ;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000007545;NA;NA;NA
ENSG00000007908;path:hsa05143;SELE;African trypanosomiasis
ENSG00000007908;path:hsa04933;SELE;AGE-RAGE signaling pathway in diabetic complications
ENSG00000007908;path:hsa05417;SELE;Lipid and atherosclerosis
ENSG00000007908;path:hsa04668;SELE;TNF signaling pathway
ENSG00000007908;path:hsa05418;SELE;Fluid shear stress and atherosclerosis
ENSG00000007908;path:hsa05144;SELE;Malaria
ENSG00000007908;path:hsa04514;SELE;Cell adhesion molecules
ENSG00000007923;NA;NA;NA
ENSG00000007968;path:hsa05212;E2F2;Pancreatic cancer
ENSG00000007968;path:hsa05225;E2F2;Hepatocellular carcinoma
ENSG00000007968;path:hsa05218;E2F2;Melanoma
ENSG00000007968;path:hsa05167;E2F2;Kaposi sarcoma-associated herpesvirus infection
ENSG00000007968;path:hsa05215;E2F2;Prostate cancer
ENSG00000007968;path:hsa05160;E2F2;Hepatitis C
ENSG00000007968;path:hsa05222;E2F2;Small cell lung cancer
ENSG00000007968;path:hsa04218;E2F2;Cellular senescence
ENSG00000007968;path:hsa05220;E2F2;Chronic myeloid leukemia
ENSG00000007968;path:hsa05214;E2F2;Glioma
ENSG00000007968;path:hsa05223;E2F2;Non-small cell lung cancer
ENSG00000007968;path:hsa05169;E2F2;Epstein-Barr virus infection
ENSG00000007968;path:hsa05200;E2F2;Pathways in cancer
ENSG00000007968;path:hsa05206;E2F2;MicroRNAs in cancer
ENSG00000007968;path:hsa05166;E2F2;Human T-cell leukemia virus 1 infection
ENSG00000007968;path:hsa04934;E2F2;Cushing syndrome
ENSG00000007968;path:hsa05161;E2F2;Hepatitis B
ENSG00000007968;path:hsa05219;E2F2;Bladder cancer
ENSG00000007968;path:hsa05226;E2F2;Gastric cancer
ENSG00000007968;path:hsa04110;E2F2;Cell cycle
ENSG00000007968;path:hsa01522;E2F2;Endocrine resistance
ENSG00000007968;path:hsa05224;E2F2;Breast cancer
ENSG00000007968;path:hsa05163;E2F2;Human cytomegalovirus infection
ENSG00000008083;path:hsa04550;JARID2;Signaling pathways regulating pluripotency of stem cells
ENSG00000008118;path:hsa04925;CAMK1G;Aldosterone synthesis and secretion
ENSG00000008118;path:hsa04921;CAMK1G;Oxytocin signaling pathway
ENSG00000008118;path:hsa04020;CAMK1G;Calcium signaling pathway
ENSG00000008118;path:hsa05214;CAMK1G;Glioma
ENSG00000008128;NA;NA;NA
ENSG00000008130;path:hsa01240;NADK;Biosynthesis of cofactors
ENSG00000008130;path:hsa00760;NADK;Nicotinate and nicotinamide metabolism
ENSG00000008130;path:hsa01100;NADK;Metabolic pathways
ENSG00000008196;NA;NA;NA
ENSG00000008226;NA;NA;NA
ENSG00000008277;NA;NA;NA
ENSG00000008294;NA;NA;NA
ENSG00000008300;NA;NA;NA
ENSG00000008382;NA;NA;NA
ENSG00000008441;NA;NA;NA
ENSG00000008516;path:hsa04928;MMP25;Parathyroid hormone synthesis, secretion and action
ENSG00000008710;NA;NA;NA
ENSG00000008735;path:hsa04010;MAPK8IP2;MAPK signaling pathway
ENSG00000008838;path:hsa04919;MED24;Thyroid hormone signaling pathway
ENSG00000008869;NA;NA;NA
ENSG00000009335;path:hsa04120;UBE3C;Ubiquitin mediated proteolysis
ENSG00000009413;path:hsa01524;REV3L;Platinum drug resistance
ENSG00000009413;path:hsa03460;REV3L;Fanconi anemia pathway
ENSG00000009790;NA;NA;NA
ENSG00000009830;path:hsa00514;POMT2;Other types of O-glycan biosynthesis
ENSG00000009830;path:hsa01100;POMT2;Metabolic pathways
ENSG00000009830;path:hsa00515;POMT2;Mannose type O-glycan biosynthesis
ENSG00000009954;NA;NA;NA
ENSG00000010017;NA;NA;NA
ENSG00000010278;path:hsa04640;CD9;Hematopoietic cell lineage
ENSG00000010282;path:hsa04340;HHATL;Hedgehog signaling pathway
ENSG00000010292;NA;NA;NA
ENSG00000010310;path:hsa04024;GIPR;cAMP signaling pathway
ENSG00000010310;path:hsa04080;GIPR;Neuroactive ligand-receptor interaction
ENSG00000010319;path:hsa04360;SEMA3G;Axon guidance
ENSG00000010327;NA;NA;NA
ENSG00000010361;NA;NA;NA
ENSG00000010379;path:hsa04721;SLC6A13;Synaptic vesicle cycle
ENSG00000010379;path:hsa04727;SLC6A13;GABAergic synapse
ENSG00000010438;path:hsa04080;PRSS3;Neuroactive ligand-receptor interaction
ENSG00000010438;path:hsa05164;PRSS3;Influenza A
ENSG00000010438;path:hsa04974;PRSS3;Protein digestion and absorption
ENSG00000010438;path:hsa04972;PRSS3;Pancreatic secretion
ENSG00000010610;path:hsa05235;CD4;PD-L1 expression and PD-1 checkpoint pathway in cancer
ENSG00000010610;path:hsa04659;CD4;Th17 cell differentiation
ENSG00000010610;path:hsa04514;CD4;Cell adhesion molecules
ENSG00000010610;path:hsa05340;CD4;Primary immunodeficiency
ENSG00000010610;path:hsa04660;CD4;T cell receptor signaling pathway
ENSG00000010610;path:hsa05170;CD4;Human immunodeficiency virus 1 infection
ENSG00000010610;path:hsa04658;CD4;Th1 and Th2 cell differentiation
ENSG00000010610;path:hsa04060;CD4;Cytokine-cytokine receptor interaction
ENSG00000010610;path:hsa04640;CD4;Hematopoietic cell lineage
ENSG00000010610;path:hsa05166;CD4;Human T-cell leukemia virus 1 infection
ENSG00000010610;path:hsa04612;CD4;Antigen processing and presentation
ENSG00000010610;path:hsa05135;CD4;Yersinia infection
ENSG00000010818;NA;NA;NA
ENSG00000011009;path:hsa00564;LYPLA2;Glycerophospholipid metabolism
ENSG00000011021;NA;NA;NA
ENSG00000011105;NA;NA;NA
ENSG00000011132;NA;NA;NA
ENSG00000011143;NA;NA;NA
ENSG00000011275;NA;NA;NA
ENSG00000011304;NA;NA;NA
ENSG00000011332;path:hsa05225;DPF1;Hepatocellular carcinoma
ENSG00000011332;path:hsa04714;DPF1;Thermogenesis
ENSG00000011376;path:hsa00970;LARS2;Aminoacyl-tRNA biosynthesis
ENSG00000011405;path:hsa00562;PIK3C2A;Inositol phosphate metabolism
ENSG00000011405;path:hsa05132;PIK3C2A;Salmonella infection
ENSG00000011405;path:hsa01100;PIK3C2A;Metabolic pathways
ENSG00000011405;path:hsa04070;PIK3C2A;Phosphatidylinositol signaling system
ENSG00000011422;path:hsa05205;PLAUR;Proteoglycans in cancer
ENSG00000011422;path:hsa04610;PLAUR;Complement and coagulation cascades
ENSG00000011426;NA;NA;NA
ENSG00000011451;NA;NA;NA
ENSG00000011485;path:hsa04010;PPP5C;MAPK signaling pathway
ENSG00000011523;NA;NA;NA
ENSG00000011566;path:hsa04010;MAP4K3;MAPK signaling pathway
ENSG00000011590;NA;NA;NA
ENSG00000011600;path:hsa04380;TYROBP;Osteoclast differentiation
ENSG00000011600;path:hsa04650;TYROBP;Natural killer cell mediated cytotoxicity
ENSG00000012048;path:hsa05224;BRCA1;Breast cancer
ENSG00000012048;path:hsa04151;BRCA1;PI3K-Akt signaling pathway
ENSG00000012048;path:hsa04120;BRCA1;Ubiquitin mediated proteolysis
ENSG00000012048;path:hsa01524;BRCA1;Platinum drug resistance
ENSG00000012048;path:hsa05206;BRCA1;MicroRNAs in cancer
ENSG00000012048;path:hsa03440;BRCA1;Homologous recombination
ENSG00000012048;path:hsa03460;BRCA1;Fanconi anemia pathway
ENSG00000012124;path:hsa04662;CD22;B cell receptor signaling pathway
ENSG00000012124;path:hsa04640;CD22;Hematopoietic cell lineage
ENSG00000012124;path:hsa04514;CD22;Cell adhesion molecules
ENSG00000012983;NA;NA;NA
ENSG00000013288;path:hsa00511;MAN2B2;Other glycan degradation
ENSG00000013374;NA;NA;NA
ENSG00000013561;NA;NA;NA
ENSG00000013573;NA;NA;NA
ENSG00000013725;path:hsa04514;CD6;Cell adhesion molecules
ENSG00000013810;path:hsa03013;TACC3;RNA transport
ENSG00000014164;NA;NA;NA
ENSG00000014216;path:hsa05022;CAPN1;Pathways of neurodegeneration - multiple diseases
ENSG00000014216;path:hsa05010;CAPN1;Alzheimer disease
ENSG00000014216;path:hsa04217;CAPN1;Necroptosis
ENSG00000014216;path:hsa04218;CAPN1;Cellular senescence
ENSG00000014216;path:hsa04141;CAPN1;Protein processing in endoplasmic reticulum
ENSG00000014216;path:hsa04210;CAPN1;Apoptosis
ENSG00000014216;path:hsa05131;CAPN1;Shigellosis
ENSG00000015133;NA;NA;NA
ENSG00000015171;NA;NA;NA
ENSG00000015475;path:hsa04217;BID;Necroptosis
ENSG00000015475;path:hsa05163;BID;Human cytomegalovirus infection
ENSG00000015475;path:hsa05164;BID;Influenza A
ENSG00000015475;path:hsa05169;BID;Epstein-Barr virus infection
ENSG00000015475;path:hsa04215;BID;Apoptosis - multiple species
ENSG00000015475;path:hsa04071;BID;Sphingolipid signaling pathway
ENSG00000015475;path:hsa05161;BID;Hepatitis B
ENSG00000015475;path:hsa05417;BID;Lipid and atherosclerosis
ENSG00000015475;path:hsa05168;BID;Herpes simplex virus 1 infection
ENSG00000015475;path:hsa04650;BID;Natural killer cell mediated cytotoxicity
ENSG00000015475;path:hsa05170;BID;Human immunodeficiency virus 1 infection
ENSG00000015475;path:hsa05416;BID;Viral myocarditis
ENSG00000015475;path:hsa05160;BID;Hepatitis C
ENSG00000015475;path:hsa05022;BID;Pathways of neurodegeneration - multiple diseases
ENSG00000015475;path:hsa05167;BID;Kaposi sarcoma-associated herpesvirus infection
ENSG00000015475;path:hsa05162;BID;Measles
ENSG00000015475;path:hsa05014;BID;Amyotrophic lateral sclerosis
ENSG00000015475;path:hsa05010;BID;Alzheimer disease
ENSG00000015475;path:hsa01524;BID;Platinum drug resistance
ENSG00000015475;path:hsa05152;BID;Tuberculosis
ENSG00000015475;path:hsa04932;BID;Non-alcoholic fatty liver disease
ENSG00000015475;path:hsa04210;BID;Apoptosis
ENSG00000015475;path:hsa04115;BID;p53 signaling pathway
ENSG00000015475;path:hsa05200;BID;Pathways in cancer
ENSG00000015520;path:hsa04975;NPC1L1;Fat digestion and absorption
ENSG00000015568;NA;NA;NA
ENSG00000015592;NA;NA;NA
ENSG00000016602;path:hsa04924;CLCA4;Renin secretion
ENSG00000016602;path:hsa04972;CLCA4;Pancreatic secretion
ENSG00000017373;NA;NA;NA
ENSG00000018189;NA;NA;NA
ENSG00000018280;path:hsa04142;SLC11A1;Lysosome
ENSG00000018607;NA;NA;NA
ENSG00000019102;NA;NA;NA
ENSG00000019144;NA;NA;NA
ENSG00000019169;path:hsa04145;MARCO;Phagosome
ENSG00000019485;NA;NA;NA
ENSG00000020181;NA;NA;NA
